         1066820 function calls (925954 primitive calls) in 1.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 streams.py:147(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 buffer.py:58(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 buffer.py:1865(_Retry)
        1    0.000    0.000    0.000    0.000 async_generator.py:17(_Done)
        1    0.000    0.000    0.000    0.000 table_wide.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:36(Suggestion)
        1    0.000    0.000    0.000    0.000 document.py:65(_DocumentCache)
        1    0.000    0.000    0.000    0.000 enums.py:4(EditingMode)
        1    0.000    0.000    0.000    0.000 base.py:168(Always)
        1    0.000    0.000    0.000    0.000 base.py:180(Never)
        1    0.000    0.000    0.000    0.000 base.py:129(CompleteEvent)
        1    0.000    0.000    0.000    0.000 style_transformation.py:86(ReverseStyleTransformation)
        1    0.000    0.000    0.000    0.000 mouse_events.py:25(MouseEventType)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:76(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:82(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 __init__.py:85(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 __init__.py:94(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:112(InvalidModificationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:115(NamespaceErr)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 minidom.py:1188(CDATASection)
        1    0.000    0.000    0.000    0.000 minidom.py:1266(Identified)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pygments.py:15(PygmentsTokens)
        1    0.000    0.000    0.000    0.000 validation.py:153(DummyValidator)
        1    0.000    0.000    0.000    0.000 containers.py:1372(ColorColumn)
        1    0.000    0.000    0.000    0.000 containers.py:1385(WindowAlign)
        1    0.000    0.000    0.000    0.000 pygments.py:61(SyncFromStart)
        1    0.000    0.000    0.000    0.000 processors.py:315(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 renderer.py:246(HeightIsUnknownError)
        1    0.000    0.000    0.000    0.000 base.py:94(Border)
        1    0.000    0.000    0.000    0.000 base.py:519(Shadow)
        1    0.000    0.000    0.000    0.000 base.py:760(RadioList)
        1    0.000    0.000    0.000    0.000 toolbars.py:331(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:344(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 completer.py:172(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 completer.py:325(_FakeJediCompletion)
        1    0.000    0.000    0.000    0.000 parser.py:57(Stack)
        1    0.000    0.000    0.000    0.000 tree.py:343(ErrorNode)
        1    0.000    0.000    0.000    0.000 tree.py:353(ErrorLeaf)
        1    0.000    0.000    0.000    0.000 generator.py:34(Grammar)
        1    0.000    0.000    0.000    0.000 generator.py:50(DFAPlan)
        1    0.000    0.000    0.000    0.000 generator.py:63(DFAState)
        1    0.000    0.000    0.000    0.000 generator.py:122(ReservedString)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:139(NFAArc)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:148(NFAState)
        1    0.000    0.000    0.000    0.000 token.py:13(TokenTypes)
        1    0.000    0.000    0.000    0.000 tree.py:72(DocstringMixin)
        1    0.000    0.000    0.000    0.000 tree.py:100(PythonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:158(PythonBaseNode)
        1    0.000    0.000    0.000    0.000 tree.py:162(PythonNode)
        1    0.000    0.000    0.000    0.000 tree.py:166(PythonErrorNode)
        1    0.000    0.000    0.000    0.000 tree.py:170(PythonErrorLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:195(Name)
        1    0.000    0.000    0.000    0.000 tree.py:252(Literal)
        1    0.000    0.000    0.000    0.000 tree.py:256(Number)
        1    0.000    0.000    0.000    0.000 tree.py:278(FStringString)
        1    0.000    0.000    0.000    0.000 tree.py:287(FStringStart)
        1    0.000    0.000    0.000    0.000 tree.py:324(Operator)
        1    0.000    0.000    0.000    0.000 tree.py:329(Keyword)
        1    0.000    0.000    0.000    0.000 tree.py:456(Decorator)
        1    0.000    0.000    0.000    0.000 tree.py:461(ClassOrFunc)
        1    0.000    0.000    0.000    0.000 tree.py:717(Flow)
        1    0.000    0.000    0.000    0.000 tree.py:766(WhileStmt)
        1    0.000    0.000    0.000    0.000 tree.py:771(ForStmt)
        1    0.000    0.000    0.000    0.000 tree.py:785(TryStmt)
        1    0.000    0.000    0.000    0.000 tree.py:824(Import)
        1    0.000    0.000    0.000    0.000 tree.py:1064(ExprStmt)
        1    0.000    0.000    0.000    0.000 errors.py:379(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:392(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 errors.py:396(SyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:404(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:428(_BreakOutsideLoop)
        1    0.000    0.000    0.000    0.000 errors.py:471(_NameChecks)
        1    0.000    0.000    0.000    0.000 errors.py:538(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:551(_ReturnAndYieldChecks)
        1    0.000    0.000    0.000    0.000 errors.py:573(_BytesAndStringMix)
        1    0.000    0.000    0.000    0.000 errors.py:593(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 errors.py:603(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 errors.py:611(_FutureImportRule)
        1    0.000    0.000    0.000    0.000 errors.py:636(_StarExprRule)
        1    0.000    0.000    0.000    0.000 errors.py:664(_StarExprParentRule)
        1    0.000    0.000    0.000    0.000 errors.py:733(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 errors.py:848(_TryStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:863(_FStringRule)
        1    0.000    0.000    0.000    0.000 errors.py:900(_CheckAssignmentRule)
        1    0.000    0.000    0.000    0.000 errors.py:1001(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:1014(_WithItemRule)
        1    0.000    0.000    0.000    0.000 errors.py:1020(_DelStmtRule)
        1    0.000    0.000    0.000    0.000 normalizer.py:6(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 normalizer.py:120(Issue)
        1    0.000    0.000    0.000    0.000 pep8.py:54(BracketNode)
        1    0.000    0.000    0.000    0.000 pep8.py:722(BlankLineAtEnd)
        1    0.000    0.000    0.000    0.000 file_io.py:4(FileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:29(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 _compatibility.py:51(DummyFile)
        1    0.000    0.000    0.000    0.000 _compatibility.py:272(ImplicitNSInfo)
        1    0.000    0.000    0.000    0.000 file_io.py:75(FileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:79(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:358(_FuncPtr)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 cache.py:78(time_cache)
        1    0.000    0.000    0.000    0.000 cache.py:88(func)
        1    0.000    0.000    0.000    0.000 cache.py:83(inference_state_method_generator_cache)
        1    0.000    0.000    0.000    0.000 base_value.py:314(ValueWrapper)
        1    0.000    0.000    0.000    0.000 base_value.py:331(ContextualizedNode)
        1    0.000    0.000    0.000    0.000 value.py:1(BaseValue)
        2    0.000    0.000    0.000    0.000 utils.py:24(to_tuple)
        1    0.000    0.000    0.000    0.000 value.py:23(CheckAttribute)
        1    0.000    0.000    0.000    0.000 value.py:414(CompiledValueName)
        1    0.000    0.000    0.000    0.000 value.py:421(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 filters.py:22(AbstractFilter)
        1    0.000    0.000    0.000    0.000 filters.py:39(FilterWrapper)
        1    0.000    0.000    0.000    0.000 filters.py:171(FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 filters.py:180(AnonymousFunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 filters.py:185(GlobalNameFilter)
        1    0.000    0.000    0.000    0.000 filters.py:268(SpecialMethodName)
        1    0.000    0.000    0.000    0.000 filters.py:331(_AttributeOverwriteMixin)
        1    0.000    0.000    0.000    0.000 filters.py:339(LazyAttributeOverwrite)
        1    0.000    0.000    0.000    0.000 filters.py:345(AttributeOverwrite)
        1    0.000    0.000    0.000    0.000 flow_analysis.py:6(Status)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        2    0.000    0.000    0.000    0.000 recursion.py:78(execution_recursion_decorator)
        1    0.000    0.000    0.000    0.000 recursion.py:95(ExecutionRecursionDetector)
        1    0.000    0.000    0.000    0.000 names.py:546(ParamNameWrapper)
        1    0.000    0.000    0.000    0.000 names.py:603(SubModuleName)
        1    0.000    0.000    0.000    0.000 names.py:607(NameWrapper)
        1    0.000    0.000    0.000    0.000 names.py:618(StubNameMixin)
        1    0.000    0.000    0.000    0.000 names.py:638(StubName)
        1    0.000    0.000    0.000    0.000 names.py:659(StubModuleName)
        1    0.000    0.000    0.000    0.000 lazy_value.py:5(AbstractLazyValue)
        1    0.000    0.000    0.000    0.000 lazy_value.py:16(LazyKnownValue)
        1    0.000    0.000    0.000    0.000 lazy_value.py:36(LazyTreeValue)
        1    0.000    0.000    0.000    0.000 access.py:143(AccessPath)
        1    0.000    0.000    0.000    0.000 access.py:162(_force_unicode_decorator)
        1    0.000    0.000    0.000    0.000 signature.py:144(SignatureWrapper)
        1    0.000    0.000    0.000    0.000 context.py:213(TreeContextMixin)
        1    0.000    0.000    0.000    0.000 context.py:294(FunctionContext)
        1    0.000    0.000    0.000    0.000 context.py:385(CompiledContext)
        1    0.000    0.000    0.000    0.000 context.py:390(CompiledModuleContext)
        1    0.000    0.000    0.000    0.000 analysis.py:76(Warning)
        1    0.000    0.000    0.000    0.000 stub_value.py:56(StubModuleContext)
        1    0.000    0.000    0.000    0.000 stub_value.py:82(StubFilter)
        1    0.000    0.000    0.000    0.000 stub_value.py:102(VersionInfo)
        1    0.000    0.000    0.000    0.000 module.py:66(SubModuleDictMixin)
        1    0.000    0.000    0.000    0.000 arguments.py:34(ParamIssue)
        1    0.000    0.000    0.000    0.000 arguments.py:133(_AbstractArgumentsMixin)
        1    0.000    0.000    0.000    0.000 arguments.py:150(AbstractArguments)
        1    0.000    0.000    0.000    0.000 arguments.py:289(ValuesArguments)
        1    0.000    0.000    0.000    0.000 iterable.py:181(_DictMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:241(SetComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:245(GeneratorComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:481(_FakeSequence)
        1    0.000    0.000    0.000    0.000 iterable.py:507(FakeTuple)
        1    0.000    0.000    0.000    0.000 iterable.py:511(FakeList)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:171(_Modification)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:190(DictModification)
        1    0.000    0.000    0.000    0.000 instance.py:61(AnonymousMethodExecutionContext)
        1    0.000    0.000    0.000    0.000 instance.py:84(MethodExecutionContext)
        1    0.000    0.000    0.000    0.000 typing.py:35(TypingModuleName)
        1    0.000    0.000    0.000    0.000 typing.py:182(TypingClassValueWithIndex)
        1    0.000    0.000    0.000    0.000 typing.py:186(ProxyTypingClassValue)
        1    0.000    0.000    0.000    0.000 typing.py:286(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:290(Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:294(Any)
        1    0.000    0.000    0.000    0.000 base.py:309(BaseTypingValueWithGenerics)
        1    0.000    0.000    0.000    0.000 type_var.py:7(TypeVarClass)
        2    0.000    0.000    0.000    0.000 syntax_tree.py:35(_limit_value_infers)
        1    0.000    0.000    0.000    0.000 keywords.py:18(KeywordName)
        1    0.000    0.000    0.000    0.000 helpers.py:65(OnErrorLeaf)
        1    0.000    0.000    0.000    0.000 interpreter.py:17(NamespaceObject)
        1    0.000    0.000    0.000    0.000 interpreter.py:22(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 mixed.py:99(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 completion.py:28(ParamNameWithEquals)
